run,ebeam,target,hms_p,hms_th,shms_p,shms_th,run_type,x,Q2,z,thpq,BCM1_Q,BCM1_I,BCM2_Q,BCM2_I,BCM4A_Q,BCM4A_I,BCM4B_Q,BCM4B_I,BCM4C_Q,BCM4C_I,h_esing_Eff,h_hadron_Eff,p_esing_Eff,p_hadron_Eff,ps1,ps2,ps3,ps4,ps5,ps6,comp_livetime,electr_deadtime,coin,randoms,ransubcoin,normyield,ctmean,ctsigma,fan_mean,fan_stdev,fan_current_correction,IHWP
24323,8.5831,LH2,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,30.515,27.658,30.527,27.67,30.489,27.635,30.804,27.921,30.428,27.58,4425.0,59104.0,601.0,2356.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-999,1476.0,360.833,1115.17,41.224,51.2055,0.342539,32.4779,1.35839,1.020337,OUT
24324,8.5831,LH2,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,50.502,28.021,50.521,28.032,50.451,27.993,50.975,28.284,50.343,27.933,9562.0,8666.0,629.0,373.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,2522.0,701.833,1820.17,38.4152,51.2289,0.32378,32.0632,1.50834,1.020718,OUT
24325,8.5831,LH2,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,49.729,28.055,49.748,28.065,49.677,28.026,50.189,28.314,49.57,27.965,9067.0,7422.0,521.0,954.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,2536.0,698.333,1837.67,39.4026,51.2303,0.333594,31.7451,1.49618,1.020828,OUT
24326,8.5831,LH2,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,46.13,26.861,46.157,26.876,46.131,26.861,46.578,27.122,46.016,26.795,6003.0,1099.0,33.0,52.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,2273.0,663.167,1609.83,37.165,51.2469,0.333268,32.1619,1.42036,1.019812,OUT
24327,8.5831,LH2,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,46.081,26.633,46.112,26.651,46.097,26.642,46.548,26.903,46.007,26.59,5877.0,1252.0,24.0,412.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,2323.0,657.0,1666.0,38.3628,51.2425,0.33793,36.2135,2.39731,1.018752,OUT
24328,8.5831,LH2,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,49.886,27.855,49.925,27.876,49.923,27.875,50.434,28.16,49.837,27.827,9290.0,7918.0,432.0,385.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,2441.0,726.167,1714.83,36.5083,51.2365,0.326535,37.5384,1.79395,1.019176,OUT
24329,8.5831,LH2,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,48.607,28.124,48.646,28.146,48.669,28.16,49.178,28.454,48.573,28.104,8489.0,5883.0,291.0,370.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,2409.0,695.0,1714.0,37.5069,51.2353,0.32778,36.8456,1.94864,1.01952,OUT
24330,8.5831,LH2,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,39.2,26.478,39.234,26.501,39.29,26.539,39.671,26.796,39.189,26.47,725.0,922.0,1.0,558.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1982.0,550.167,1431.83,38.8077,51.2203,0.332977,34.9613,1.96126,1.018931,OUT
24331,8.5831,LH2,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,20.522,18.169,20.542,18.186,20.59,18.229,20.719,18.343,20.548,18.192,1946.0,2557.0,99.0,886.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,998.0,199.5,798.5,40.6517,51.2138,0.328678,32.0488,1.98719,1.013272,OUT
24332,8.5831,LH2,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,17.219,10.029,17.252,10.048,17.31,10.082,17.312,10.083,17.28,10.065,292.0,1237.0,65.0,135.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,740.0,97.3333,642.667,38.3768,51.2513,0.328476,32.6856,1.77391,1.007309,OUT
24333,8.5831,LH2,-1.531,29.045,3.632,7.865,HMSDIS,0.25,3.3,0.5,2.0,6802.053,9.44,6816.561,9.46,6850.965,9.508,6840.17,9.493,6836.424,9.487,0.9985,0.9987,-999,-999,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-999,98.4952,-999,-999,-999,-999,-999,-999,36.2835,2.09834,1.00709,OUT
24334,8.5831,LH2,-1.531,29.045,3.632,7.865,SHMSDIS,0.25,3.3,0.5,2.0,-999,9.881,-999,9.9,-999,9.941,-999,9.94,-999,9.923,-999,-999,0.9649,0.9607,-1.0,17.0,-1.0,-1.0,-1.0,-1.0,1.0,98.4737,-999,-999,-999,-999,-999,-999,37.3541,1.8872,1.007441,OUT
24335,8.5831,Dummy,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,8.5,21.146,8.515,21.185,8.613,21.429,8.649,21.517,8.567,21.314,139.0,837.0,44.0,793.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,211.0,68.3333,142.667,17.7295,51.2093,0.366055,32.6288,1.62345,1.015489,OUT
24336,8.5831,Dummy,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,60.852,36.385,60.939,36.437,61.238,36.616,61.932,37.031,61.117,36.543,2165.0,4594.0,46.0,381.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1619.0,551.333,1067.67,18.5282,51.1954,0.317665,34.2478,2.36032,1.025826,OUT
24337,8.5831,Dummy,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,68.363,38.579,68.464,38.636,68.839,38.848,69.637,39.298,68.711,38.776,7598.0,8830.0,419.0,6175.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1925.0,620.833,1304.17,20.2073,51.2111,0.336876,37.2274,1.76552,1.025234,OUT
24338,8.5831,Dummy,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,75.639,40.717,75.751,40.777,76.174,41.005,77.085,41.495,76.063,40.945,1879.0,10466.0,543.0,8628.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,2053.0,698.333,1354.67,18.9664,51.214,0.339718,35.5818,1.76016,1.027592,OUT
24339,8.5831,Dummy,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,69.451,38.91,69.552,38.967,69.995,39.215,70.781,39.655,69.896,39.159,8157.0,714.0,550.0,8640.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1869.0,604.333,1264.67,19.2888,51.2062,0.325457,32.1439,1.56659,1.029146,OUT
24340,8.5831,Dummy,-1.531,29.045,3.632,7.865,HMSDIS,0.25,3.3,0.5,2.0,18325.347,20.444,18345.435,20.467,18446.599,20.58,18578.194,20.72,18418.062,20.54,0.9986,0.9985,-999,-999,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.99897,97.7409,-999,-999,-999,-999,-999,-999,36.289,1.89721,1.014736,OUT
24341,8.5831,Dummy,-1.531,29.045,3.632,7.865,SHMSDIS,0.25,3.3,0.5,2.0,22544.992,20.264,22570.675,20.287,22704.847,20.407,22864.935,20.551,22670.938,20.377,-999,-999,0.953,0.9467,-1.0,33.0,-1.0,-1.0,-1.0,-1.0,0.99915,97.7433,-999,-999,-999,-999,-999,-999,34.1971,2.01064,1.014753,OUT
24342,8.5831,C,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,45.929,26.072,45.986,26.104,46.294,26.279,46.698,26.508,46.227,26.241,22.0,32309.0,640.0,3229.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,2601.0,838.0,1763.0,40.8747,51.214,0.327014,33.7704,1.80657,1.018907,OUT
24343,8.5831,C,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,42.795,24.964,42.849,24.995,43.178,25.187,43.535,25.395,43.095,25.139,6325.0,23174.0,745.0,1927.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,2357.0,775.0,1582.0,39.239,51.2211,0.340229,31.5362,1.7671,1.018484,OUT
24344,8.5831,C,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,43.505,24.894,43.561,24.926,43.917,25.13,44.27,25.332,43.84,25.086,7227.0,24547.0,834.0,4997.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,2457.0,778.667,1678.33,41.0609,51.2006,0.344722,30.2458,1.77504,1.018624,OUT
24345,8.5831,C,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,46.896,26.106,46.956,26.139,47.339,26.353,47.743,26.577,47.257,26.307,1036.0,35528.0,251.0,5946.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,2589.0,851.5,1737.5,39.3634,51.1947,0.332367,30.3754,1.9459,1.019598,OUT
24346,8.5831,C,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,45.711,25.632,45.773,25.667,46.18,25.895,46.557,26.107,46.107,25.854,9929.0,31570.0,526.0,2172.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,2554.0,845.0,1709.0,39.7464,51.1794,0.331224,32.3196,1.80429,1.018866,OUT
24347,8.5831,C,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,45.462,25.779,45.526,25.815,45.938,26.048,46.313,26.261,45.844,25.995,9553.0,31117.0,695.0,1454.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,2512.0,831.5,1680.5,39.21,51.1896,0.344807,32.7443,1.68448,1.018898,OUT
24348,8.5831,C,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,44.876,25.453,44.941,25.49,45.376,25.737,45.731,25.938,45.308,25.698,9020.0,30359.0,528.0,9972.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,2472.0,798.0,1674.0,39.5986,51.2001,0.334079,35.1604,1.90594,1.018216,OUT
24349,8.5831,C,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,17.39,13.088,17.422,13.112,17.586,13.235,17.627,13.266,17.558,13.215,709.0,6550.0,46.0,556.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,839.0,169.167,669.833,39.5584,51.2072,0.324492,35.8766,1.97006,1.009692,OUT
24350,8.5831,C,-1.531,29.045,3.632,7.865,HMSDIS,0.25,3.3,0.5,2.0,10523.486,13.064,10543.248,13.088,10569.678,13.12,10609.046,13.17,10539.001,13.08,0.9988,0.9984,-999,-999,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.99877,97.6282,-999,-999,-999,-999,-999,-999,36.9265,1.91184,1.009693,OUT
24351,8.5831,C,-1.531,29.045,3.632,7.865,SHMSDIS,0.25,3.3,0.5,2.0,11409.807,13.032,11430.523,13.056,11451.002,13.079,11491.96,13.126,11427.256,13.052,-999,-999,0.9522,0.9487,-1.0,33.0,-1.0,-1.0,-1.0,-1.0,0.9994,97.6108,-999,-999,-999,-999,-999,-999,36.989,2.01796,1.009671,OUT
24352,8.5831,Cu,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,47.65,26.8,47.715,26.836,47.926,26.955,48.386,27.213,47.861,26.918,927.0,14016.0,216.0,6180.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1679.0,665.833,1013.17,22.6139,51.2024,0.330596,36.888,1.88721,1.018713,OUT
24353,8.5831,Cu,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,49.896,27.539,49.96,27.574,50.214,27.715,50.718,27.993,50.139,27.673,3304.0,19540.0,59.0,1977.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1730.0,718.333,1011.67,21.5103,51.2186,0.33373,35.1357,3.22155,1.019603,OUT
24354,8.5831,Cu,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,45.65,27.366,45.704,27.399,45.919,27.527,46.38,27.803,45.842,27.481,8872.0,8421.0,573.0,520.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1642.0,631.167,1010.83,23.5143,51.2148,0.335072,34.5716,3.30018,1.019625,OUT
24355,8.5831,Cu,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,48.046,28.299,48.103,28.333,48.279,28.436,48.783,28.733,48.205,28.393,1446.0,14836.0,369.0,6495.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1677.0,704.0,973.0,21.5223,51.2261,0.34336,31.2161,2.3471,1.021183,OUT
24356,8.5831,Cu,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,42.858,27.541,42.908,27.573,43.038,27.657,43.486,27.945,42.972,27.614,6952.0,2080.0,145.0,3610.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1518.0,589.667,928.333,22.9785,51.2164,0.328357,33.2209,1.60749,1.02008,OUT
24357,8.5831,Cu,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,39.674,26.536,39.722,26.569,39.855,26.657,40.242,26.916,39.769,26.6,3977.0,4461.0,87.0,111.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1335.0,545.333,789.667,21.1717,51.2479,0.350249,35.0389,1.99543,1.01896,OUT
24359,8.5831,Cu,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,39.372,25.744,39.421,25.776,39.486,25.818,39.856,26.06,39.378,25.748,3220.0,3096.0,77.0,682.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1366.0,530.167,835.833,22.535,51.2532,0.337466,33.6249,2.0057,1.018703,OUT
24360,8.5831,Cu,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,43.702,27.97,43.755,28.004,43.783,28.022,44.24,28.314,43.709,27.974,7314.0,4351.0,283.0,6155.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1573.0,590.0,983.0,23.9703,51.2479,0.332526,34.8164,2.85325,1.01997,OUT
24361,8.5831,Cu,-1.531,29.045,3.632,7.865,HMSDIS,0.25,3.3,0.5,2.0,10889.207,14.014,10905.014,14.035,10913.123,14.04,10963.447,14.11,10888.936,14.01,0.9987,0.9982,-999,-999,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,97.8195,-999,-999,-999,-999,-999,-999,35.5157,2.24033,1.010337,OUT
24362,8.5831,Cu,-1.531,29.045,3.632,7.865,SHMSDIS,0.25,3.3,0.5,2.0,10293.103,13.802,10306.661,13.821,10312.093,13.828,10357.482,13.889,10285.838,13.793,-999,-999,0.9562,0.9502,-1.0,33.0,-1.0,-1.0,-1.0,-1.0,1.0,97.8202,-999,-999,-999,-999,-999,-999,31.3456,1.64469,1.009979,OUT
24363,8.5831,Al,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,69.607,38.882,69.749,38.961,69.87,39.028,70.692,39.488,69.713,38.941,873.0,1108.0,24.0,905.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,938.0,155.667,782.333,11.4889,51.2381,0.32663,36.8993,1.77913,1.02562,OUT
24364,8.5831,Al,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,75.028,43.274,75.217,43.384,75.463,43.525,76.339,44.031,75.285,43.423,3005.0,5889.0,45.0,247.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1087.0,199.333,887.667,12.1117,51.2546,0.339646,36.1511,1.73055,1.028561,OUT
24365,8.5831,Al,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,82.201,47.303,82.401,47.418,82.628,47.548,83.656,48.14,82.458,47.45,4537.0,8892.0,50.0,694.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1136.0,218.167,917.833,11.4232,51.1977,0.375862,36.6851,1.78253,1.030073,OUT
24366,8.5831,Al,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,79.057,45.073,79.255,45.187,79.508,45.331,80.462,45.875,79.361,45.247,3861.0,7599.0,27.0,14.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1152.0,215.333,936.667,12.1138,51.2329,0.320326,37.0626,1.65284,1.028613,OUT
24367,8.5831,Al,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,73.685,42.847,73.875,42.958,74.162,43.125,75.018,43.622,73.994,43.027,2760.0,5696.0,30.0,671.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1037.0,189.333,847.667,11.7749,51.2388,0.333805,35.1418,2.42785,1.029259,OUT
24368,8.5831,Al,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,82.259,45.587,82.467,45.703,82.766,45.869,83.755,46.417,82.566,45.758,4361.0,8705.0,46.0,528.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1147.0,214.5,932.5,11.582,51.227,0.329835,33.0868,1.82582,1.033278,OUT
24369,8.5831,Al,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,75.232,42.463,75.427,42.573,75.756,42.758,76.621,43.246,75.584,42.661,3025.0,6051.0,38.0,173.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1089.0,200.333,888.667,12.0989,51.263,0.337783,33.0149,1.73331,1.031082,OUT
24370,8.5831,Al,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,76.791,47.159,76.991,47.282,77.301,47.472,78.25,48.055,77.177,47.396,3359.0,7180.0,79.0,749.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1093.0,203.333,889.667,11.8526,51.1924,0.364916,36.6846,1.79944,1.030008,OUT
24371,8.5831,Al,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,83.577,48.065,83.797,48.192,84.158,48.4,85.199,48.998,84.015,48.317,4687.0,9288.0,71.0,339.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1147.0,228.333,918.667,11.2148,51.2268,0.319778,36.8409,1.78279,1.030262,OUT
24372,8.5831,Al,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,67.79,46.7,67.975,46.827,68.308,47.057,69.139,47.629,68.212,46.99,1836.0,4077.0,15.0,977.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,918.0,180.833,737.167,11.1194,51.2357,0.354138,36.1227,1.79987,1.030407,OUT
24373,8.5831,Al,-1.531,29.045,3.632,7.865,HMSDIS,0.25,3.3,0.5,2.0,42408.432,24.383,42471.401,24.42,42575.832,24.48,42958.849,24.7,42495.259,24.43,0.9987,0.9985,-999,-999,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,98.9185,-999,-999,-999,-999,-999,-999,35.0939,2.17697,1.017512,OUT
24375,8.5831,Al,-1.531,29.045,3.632,7.865,HMSDIS,0.25,3.3,0.5,2.0,21489.812,25.322,21521.311,25.359,21568.941,25.41,21773.374,25.65,21544.016,25.38,0.9982,0.9986,-999,-999,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,0.99883,98.9078,-999,-999,-999,-999,-999,-999,35.6489,1.86984,1.018038,OUT
24376,8.5831,LD2,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,15.725,13.792,15.754,13.818,15.812,13.868,15.879,13.927,15.796,13.854,3480.0,745.0,90.0,673.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1408.0,426.167,981.833,66.3828,51.197,0.325691,30.7463,2.29489,1.009928,OUT
24377,8.5831,LD2,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,24.232,13.85,24.277,13.876,24.389,13.94,24.492,13.999,24.358,13.922,5969.0,8624.0,567.0,1551.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,2097.0,648.0,1449.0,63.6133,51.1975,0.320754,28.8714,2.69217,1.009791,OUT
24378,8.5831,LD2,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,19.977,13.834,20.015,13.86,20.112,13.928,20.199,13.988,20.094,13.915,9939.0,252.0,246.0,1297.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1786.0,548.333,1237.67,65.7916,51.2191,0.336922,31.7633,1.97191,1.010038,OUT
24379,8.5831,LD2,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,24.027,13.962,24.072,13.988,24.206,14.066,24.308,14.125,24.175,14.048,6023.0,9243.0,663.0,1303.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,2173.0,640.0,1533.0,67.7315,51.2103,0.318588,35.9283,2.03673,1.010311,OUT
24380,8.5831,LD2,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,24.301,13.889,24.348,13.915,24.495,14.0,24.595,14.057,24.468,13.984,6389.0,10326.0,664.0,2883.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,2173.0,658.667,1514.33,66.1624,51.1967,0.332573,35.6112,1.96311,1.010254,OUT
24381,8.5831,LD2,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,24.548,13.97,24.597,13.998,24.749,14.085,24.854,14.144,24.735,14.076,6645.0,10242.0,959.0,3799.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,2232.0,674.0,1558.0,67.2633,51.2218,0.327262,33.8938,2.48192,1.01026,OUT
24382,8.5831,LD2,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,24.879,14.003,24.929,14.031,25.104,14.13,25.201,14.184,25.075,14.113,7396.0,12844.0,169.0,6815.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,2300.0,675.833,1624.17,69.2684,51.1928,0.337571,36.3702,2.2039,1.010347,OUT
24383,8.5831,LD2,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,25.132,14.139,25.181,14.167,25.356,14.265,25.465,14.326,25.328,14.249,7688.0,14606.0,258.0,7126.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,2298.0,696.167,1601.83,67.6452,51.1958,0.317855,31.175,2.62405,1.010224,OUT
24384,8.5831,LD2,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,12.587,6.926,12.635,6.952,12.762,7.022,12.662,6.967,12.75,7.016,1005.0,880.0,8.0,260.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1062.0,179.167,882.833,72.7046,51.2275,0.330259,36.0157,2.851,1.005245,OUT
24385,8.5831,LH2,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,18.721,28.009,18.753,28.057,18.892,28.265,19.077,28.541,18.875,28.239,4858.0,9410.0,18.0,517.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,967.0,258.5,708.5,40.0188,51.1885,0.32355,35.4451,2.37174,1.019838,OUT
24386,8.5831,LH2,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,58.726,28.271,58.827,28.32,59.306,28.551,59.875,28.825,59.25,28.524,6133.0,2402.0,455.0,1495.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,2943.0,807.833,2135.17,38.4175,51.192,0.327359,32.6932,1.999,1.020765,OUT
24387,8.5831,LH2,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,52.743,27.926,52.836,27.976,53.3,28.221,53.792,28.482,53.224,28.181,1740.0,2455.0,157.0,872.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,2586.0,750.667,1835.33,36.6512,51.1785,0.324691,31.1773,2.56508,1.020908,OUT
24388,8.5831,LH2,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,58.88,27.778,58.987,27.829,59.563,28.1,60.098,28.353,59.461,28.052,6425.0,2444.0,531.0,1618.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,2861.0,829.333,2031.67,36.416,51.1747,0.345303,33.2086,1.61136,1.020268,OUT
24389,8.5831,LH2,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,42.989,25.753,43.071,25.803,43.316,25.949,43.694,26.176,43.189,25.873,3897.0,5579.0,1.0,69.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,2230.0,600.5,1629.5,40.134,51.2133,0.339981,36.4635,2.13671,1.018165,OUT
24390,8.5831,LH2,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,46.411,26.749,46.496,26.798,46.527,26.816,46.968,27.07,46.418,26.752,6451.0,1441.0,72.0,158.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,2304.0,640.0,1664.0,38.2061,51.2201,0.333196,33.5132,1.82963,1.019454,OUT
24391,8.5831,HOME,-1.531,29.045,3.632,7.865,EDTMBCM,0.25,3.3,0.5,2.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,35.5384,2.26092,-999,OUT
24396,8.5831,LH2,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,48.289,27.671,48.73,27.924,48.977,28.065,49.472,28.349,48.912,28.028,8679.0,5231.0,100.0,195.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,2611.0,760.167,1850.83,38.2149,51.2093,0.326536,35.7764,1.78152,1.019665,IN
24397,8.5831,LH2,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,48.453,27.345,49.002,27.655,49.273,27.808,49.762,28.084,49.167,27.748,8493.0,5778.0,59.0,473.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,2573.0,710.5,1862.5,38.2207,51.2066,0.330913,36.4055,3.16604,1.019334,IN
24398,8.5831,LH2,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,32.126,18.749,32.658,19.059,32.843,19.167,33.071,19.3,32.817,19.152,8989.0,5625.0,87.0,597.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1651.0,339.667,1311.33,40.3102,51.2135,0.326441,39.1342,2.62515,1.013593,IN
24399,8.5831,LH2,-1.531,29.045,3.632,7.865,PI+SIDIS,0.25,3.3,0.5,2.0,14.845,9.914,15.143,10.113,15.257,10.189,15.259,10.19,15.24,10.178,536.0,759.0,31.0,67.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,692.0,86.0,606.0,40.2654,51.2066,0.306115,36.518,2.22531,1.00757,IN
