run,ebeam,target,hms_p,hms_th,shms_p,shms_th,run_type,x,Q2,z,thpq,BCM1_Q,BCM1_I,BCM2_Q,BCM2_I,BCM4A_Q,BCM4A_I,BCM4B_Q,BCM4B_I,BCM4C_Q,BCM4C_I,h_esing_Eff,h_hadron_Eff,p_esing_Eff,p_hadron_Eff,ps1,ps2,ps3,ps4,ps5,ps6,comp_livetime,electr_deadtime,coin,randoms,ransubcoin,normyield,normyield_err,ctmean,ctsigma,boil_corr,IHWP,coinblock_ratio,BCM2_Q_hp,BCM2_Q_hm,h_EL_CLEAN,p_EL_CLEAN
27710,6.449,LH2,-1.165,37.33,-2.806,9.245,PI-SIDIS,-999,-999,-999,-999,74.534,40.669,74.094,40.429,65.509,35.744,279.194,152.341,101.908,55.606,0.9997,0.9981,0.9806,0.9713,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99997,0.045,774.0,256.692,517.308,7.19045,0.391604,51.2178,0.357601,1.0,-999,-999,36443.0072,36394.6728,830638.0,507117891.0
27711,6.449,LH2,-1.165,37.33,-2.806,9.245,PI-SIDIS,-999,-999,-999,-999,72.318,40.464,71.96,40.263,63.667,35.623,271.258,151.774,98.915,55.345,0.9998,0.9975,0.9823,0.9724,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.9999,0.045,687.0,243.923,443.077,6.3339,0.379771,51.2199,0.384436,1.0,-999,-999,35390.80983,35339.98017,807103.0,492609929.0
27712,6.449,LH2,-1.165,37.33,-2.806,9.245,PI-SIDIS,-999,-999,-999,-999,68.369,39.912,68.069,39.737,59.873,34.952,257.525,150.336,92.855,54.206,0.9998,0.9975,0.9822,0.974,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99995,0.0449,670.0,236.538,433.462,6.53959,0.395782,51.2615,0.361284,1.0,-999,-999,33467.78024,33423.97376,763327.0,465597812.0
27713,6.449,LH2,-1.165,37.33,-2.806,9.245,PI-SIDIS,-999,-999,-999,-999,71.017,40.389,70.684,40.199,62.113,35.325,266.917,151.802,96.548,54.909,0.9996,0.9979,0.9716,0.9614,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.9987,0.045,695.0,248.692,446.308,6.57884,0.393916,51.2556,0.358766,1.0,-999,-999,34759.21723,34712.56977,792393.0,483494133.0
27714,6.449,Dummy,-1.165,37.33,-2.806,9.245,PI-SIDIS,-999,-999,-999,-999,81.974,48.44,81.534,48.181,72.353,42.755,252.044,148.939,112.567,66.519,0.9998,0.9972,0.9847,0.9754,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99998,0.0207,217.0,40.1538,176.846,2.22418,0.186583,51.2141,0.328587,1.0,-999,-999,40100.59982,40045.51618,316705.0,227666092.0
27715,6.449,Dummy,-1.165,37.33,-2.806,9.245,PI-SIDIS,-999,-999,-999,-999,53.044,50.087,52.779,49.837,46.824,44.214,160.152,151.226,72.708,68.655,0.9991,0.998,0.9869,0.9784,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99998,0.021,141.0,27.3077,113.692,2.20371,0.23187,51.25,0.35863,1.0,-999,-999,25913.10759,25878.09941,203808.0,147299783.0
27716,6.449,Dummy,-1.165,37.33,-2.806,9.245,PI-SIDIS,-999,-999,-999,-999,86.215,50.024,85.811,49.79,76.188,44.207,260.467,151.13,118.484,68.748,0.9996,0.9968,0.9832,0.9724,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99998,0.021,216.0,42.0769,173.923,2.08522,0.177521,51.25,0.350769,1.0,-999,-999,42200.32112,42132.96388,329765.0,239882968.0
27717,6.449,Dummy,-1.165,37.33,-2.806,9.245,PI-SIDIS,-999,-999,-999,-999,123.9,49.979,123.256,49.719,108.971,43.957,374.895,151.225,169.084,68.205,0.9996,0.997,0.9854,0.9779,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.021,361.0,60.0769,300.923,2.49762,0.158704,51.276,0.356028,1.0,-999,-999,60663.10406,60569.94494,473740.0,343940040.0
27718,6.449,LH2,-1.165,37.33,-2.806,9.245,PI-SIDIS,-999,-999,-999,-999,71.024,41.069,70.671,40.865,62.35,36.053,261.164,151.017,96.997,56.088,0.9997,0.9977,0.9814,0.9722,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99995,0.0461,714.0,242.615,471.385,6.86327,0.394101,51.1968,0.390916,1.0,-999,-999,34735.11494,34682.92906,798530.0,483825042.0
27719,6.449,LH2,-1.165,37.33,-2.806,9.245,PI-SIDIS,-999,-999,-999,-999,70.345,40.118,70.02,39.932,61.943,35.326,264.716,150.966,96.326,54.935,0.9999,0.9973,0.9809,0.9719,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99993,0.0448,692.0,243.538,448.462,6.59109,0.391819,51.1734,0.388583,1.0,-999,-999,34435.78569,34385.06731,791651.0,479664388.0
27720,6.449,LH2,-1.165,37.33,-2.806,9.245,PI-SIDIS,-999,-999,-999,-999,64.288,39.281,64.002,39.106,56.695,34.642,243.526,148.799,88.137,53.853,0.9998,0.9971,0.9805,0.971,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99994,0.0445,650.0,212.308,437.692,7.04483,0.415477,51.2002,0.386867,1.0,-999,-999,31466.2288,31421.5062,722964.0,438586117.0
27721,6.449,LH2,-1.165,37.33,-2.806,9.245,PI-SIDIS,-999,-999,-999,-999,69.572,40.182,69.169,39.949,61.31,35.41,261.586,151.081,95.307,55.046,0.9997,0.9973,0.9807,0.9723,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99994,0.0449,691.0,239.308,451.692,6.71876,0.396182,51.2009,0.337697,1.0,-999,-999,34015.97234,33964.66666,780851.0,474066732.0
27722,6.449,LH2,-1.165,37.33,-2.806,9.245,PI-SIDIS,-999,-999,-999,-999,69.697,39.977,69.267,39.73,61.394,35.214,262.329,150.465,95.393,54.715,0.9998,0.9972,0.9798,0.9716,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99994,0.0448,700.0,233.538,466.462,6.93289,0.398244,51.1914,0.370045,1.0,-999,-999,34066.158,34016.129,783789.0,474635925.0
27723,6.449,LH2,-1.165,37.33,-2.806,9.245,PI-SIDIS,-999,-999,-999,-999,72.912,40.623,72.495,40.391,64.231,35.786,273.422,152.338,99.807,55.608,0.9997,0.997,0.9804,0.9705,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99994,0.045,747.0,254.615,492.385,7.00093,0.393669,51.1807,0.36774,1.0,-999,-999,35657.31106,35605.90594,820125.0,496762861.0
27724,6.449,LH2,-1.165,37.33,-2.806,9.245,PI-SIDIS,-999,-999,-999,-999,56.417,40.251,56.136,40.051,49.719,35.473,212.344,151.5,77.248,55.114,0.9999,0.9968,0.9826,0.97,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99996,0.0449,521.0,194.077,326.923,6.00476,0.42521,51.2126,0.345454,1.0,-999,-999,27590.58607,27551.68093,634438.0,384649472.0
27725,6.449,LH2,-1.165,37.33,-2.806,9.245,PI-SIDIS,-999,-999,-999,-999,68.199,39.5,67.895,39.324,60.108,34.814,258.068,149.47,93.358,54.072,0.9995,0.9973,0.9827,0.9714,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99994,0.0446,683.0,234.769,448.231,6.8,0.401684,51.1886,0.3956,1.0,-999,-999,33392.51252,33344.24048,767802.0,465449703.0
27726,6.449,LH2,-1.165,37.33,-2.806,9.245,PI-SIDIS,-999,-999,-999,-999,64.965,39.646,64.658,39.459,57.232,34.927,245.365,149.739,88.892,54.248,0.9998,0.9967,0.982,0.9715,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99995,0.0447,652.0,219.0,433.0,6.89496,0.41182,51.1815,0.402709,1.0,-999,-999,31790.23474,31746.83626,731072.0,443177596.0
27727,6.449,LH2,-1.165,37.33,-2.806,9.245,PI-SIDIS,-999,-999,-999,-999,36.191,39.71,35.974,39.473,31.839,34.935,136.556,149.836,49.461,54.271,0.9998,0.9973,0.981,0.9718,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99995,0.0447,391.0,126.538,264.462,7.56667,0.572757,51.2427,0.409054,1.0,-999,-999,17656.2005,17629.8225,408050.0,246571121.0
27728,6.449,LH2,-1.165,37.33,-2.806,9.245,PI-SIDIS,-999,-999,-999,-999,70.86,39.952,70.439,39.715,62.345,35.151,266.978,150.528,96.832,54.596,0.9998,0.9973,0.981,0.972,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99994,0.0447,723.0,246.231,476.769,6.96535,0.397942,51.36,0.342018,1.0,-999,-999,34643.93317,34587.63483,796608.0,483200944.0
27730,6.449,Dummy,-1.165,37.33,-2.806,9.245,PI-SIDIS,-999,-999,-999,-999,81.06,48.759,80.728,48.559,71.64,43.093,247.637,148.958,111.252,66.92,0.9998,0.9982,0.9806,0.9712,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99998,0.0209,221.0,43.0769,177.923,2.26983,0.191069,51.2472,0.346771,1.0,-999,-999,39794.72805,39734.31995,317307.0,225575642.0
27731,6.449,Dummy,-1.165,37.33,-2.806,9.245,PI-SIDIS,-999,-999,-999,-999,91.51,50.516,91.166,50.326,80.897,44.657,275.963,152.338,125.652,69.363,1.0,0.9968,0.987,0.974,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99998,0.0211,235.0,45.4615,189.538,2.13458,0.173923,51.2341,0.356627,1.0,-999,-999,44843.80026,44774.49074,356793.0,254599954.0
27732,6.449,Dummy,-1.165,37.33,-2.806,9.245,PI-SIDIS,-999,-999,-999,-999,80.252,48.823,79.874,48.593,70.894,43.13,245.23,149.192,110.129,67.0,0.9998,0.9988,0.9855,0.9758,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99996,0.0208,217.0,40.1538,176.846,2.26951,0.190386,51.1888,0.346027,1.0,-999,-999,39268.72355,39211.40645,313603.0,223096319.0
27733,6.449,LH2,-3.7,27.0,3.61,27.72,HEEP,-999,-999,-999,-999,103.727,65.329,103.455,65.158,91.788,57.81,232.979,146.735,138.423,87.182,0.9999,0.8182,0.875,0.9759,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0001,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999,4.9999999999999994e+75,-4.9999999999999994e+75,264433.0,42050.0
27734,6.449,LH2,-3.7,27.0,3.61,27.72,HEEP,-999,-999,-999,-999,115.624,66.377,115.362,66.226,102.372,58.769,257.284,147.7,154.159,88.499,0.9999,0.913,0.9999,0.9767,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0001,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999,4.9999999999999994e+75,-4.9999999999999994e+75,294455.0,46801.0
27735,6.449,LH2,-3.7,27.0,3.61,27.72,HEE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999,-999,-999,-999,-999
27736,6.449,Dummy,-3.7,27.0,3.61,27.72,HEEP,-999,-999,-999,-999,88.624,50.332,88.125,50.048,77.64,44.094,264.022,149.945,120.332,68.339,1.0,1.0,0.0,0.9767,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0001,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999,4.9999999999999994e+75,-4.9999999999999994e+75,88316.0,33901.0
27737,6.449,Dummy,-3.7,27.0,3.61,27.72,HEE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999,-999,-999,-999,-999
27738,6.449,LD2,-3.7,27.0,3.61,27.72,HEE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999,-999,-999,-999,-999
27739,6.449,LH2,-3.318,30.5,4.01,24.825,HEEP,-999,-999,-999,-999,119.819,68.943,119.634,68.837,105.6,60.762,259.315,149.209,156.796,90.22,0.9998,0.9444,0.0,0.9779,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0002,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999,4.9999999999999994e+75,-4.9999999999999994e+75,128133.0,61577.0
27740,6.449,LH2,-3.318,30.5,4.01,24.825,HEEP,-999,-999,-999,-999,107.525,66.886,107.298,66.745,94.306,58.664,236.313,147.0,140.727,87.54,0.9998,0.9,1.0,0.9774,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0002,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999,4.9999999999999994e+75,-4.9999999999999994e+75,115704.0,55199.0
27741,6.449,LH2,-3.318,30.5,4.01,24.825,HEE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999,-999,-999,-999,-999
27742,6.449,Dummy,-3.318,30.5,4.01,24.825,HEEP,-999,-999,-999,-999,91.963,50.451,91.486,50.189,81.303,44.603,273.235,149.898,126.381,69.333,1.0,0.9999,0.0,0.9904,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0001,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999,4.9999999999999994e+75,-4.9999999999999994e+75,47923.0,39595.0
27743,6.449,Dummy,-3.318,30.5,4.01,24.825,HEE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999,-999,-999,-999,-999
27744,6.449,LD2,-3.318,30.5,4.01,24.825,HEE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999,-999,-999,-999,-999
27745,6.449,LH2,1.165,44.83,2.978,10.25,PI+SIDIS,0.44,4.4,0.52,2.0,91.438,52.745,91.069,52.532,80.346,46.346,262.115,151.198,124.855,72.021,0.998,0.9969,0.9768,0.9743,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99995,0.0428,17.0,7.30769,9.69231,0.10946,0.0473279,51.3,0.5,1.0,-999,-999,44795.34069,44731.92831,63512.0,72203221.0
27746,6.449,LH2,1.165,44.83,2.978,10.25,PI+SIDIS,0.44,4.4,0.52,2.0,86.345,52.626,86.036,52.437,76.267,46.484,246.677,150.345,118.674,72.33,0.999,0.9973,0.9806,0.9728,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99999,0.0429,13.0,7.07692,5.92308,0.0708406,0.0440164,51.3,0.5,1.0,-999,-999,42298.56136,42235.79864,58917.0,68167407.0
27747,6.449,Cu,1.165,44.83,2.978,10.25,PI+SIDIS,0.44,4.4,0.52,2.0,84.843,48.814,84.457,48.591,74.679,42.966,261.78,150.612,115.884,66.672,0.9983,0.9967,0.9798,0.9716,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99998,0.0446,33.0,29.3077,3.69231,0.0450738,0.0724826,51.3,0.5,1.0,-999,-999,41532.90574,41470.52126,141799.0,64771043.0
27748,6.449,Cu,1.165,44.83,2.978,10.25,PI+SIDIS,0.44,4.4,0.52,2.0,83.122,48.823,82.677,48.562,72.777,42.746,256.217,150.493,112.901,66.314,0.9997,0.9966,0.9794,0.9702,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99995,0.0446,40.0,25.9231,14.0769,0.175556,0.0808167,51.3,0.5,1.0,-999,-999,40650.91499,40593.99601,138455.0,62918446.0
27749,6.449,LH2,1.165,37.33,-2.806,9.43,PI-SIDIS,-999,-999,-999,-999,78.368,43.735,78.009,43.535,69.066,38.544,272.976,152.341,107.467,59.974,0.9981,0.9963,0.9833,0.9736,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99991,0.0454,51.0,24.5385,26.4615,0.349103,0.0959434,51.3,0.5,1.0,-999,-999,38372.30235,38317.08365,162864.0,497110795.0
27750,6.449,LH2,1.165,37.33,-2.806,9.43,PI-SIDIS,-999,-999,-999,-999,53.518,43.195,53.296,43.016,47.058,37.981,187.725,151.515,73.056,58.964,0.998,0.9962,0.9817,0.9732,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99992,0.0451,32.0,17.0,15.0,0.289801,0.111502,51.3,0.5,1.0,-999,-999,26185.18106,26146.24994,111725.0,339360916.0
27751,6.449,LH2,1.165,37.33,-2.806,9.43,PI-SIDIS,-999,-999,-999,-999,76.827,42.69,76.441,42.475,67.191,37.335,274.167,152.344,104.328,57.971,0.9981,0.9963,0.9827,0.9735,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.9999,0.0444,50.0,26.1538,23.8462,0.321088,0.0971083,51.3,0.5,1.0,-999,-999,37597.12125,37542.59175,160104.0,486346961.0
27752,6.449,LH2,1.165,37.33,-2.806,9.43,PI-SIDIS,-999,-999,-999,-999,72.762,42.247,72.324,41.993,63.758,37.019,260.081,151.009,99.208,57.603,0.9983,0.9962,0.9814,0.9726,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99993,0.0443,30.0,22.7692,7.23077,0.102977,0.0802484,51.3,0.5,1.0,-999,-999,35651.84525,35600.91075,151505.0,460213370.0
27753,6.449,LD2,1.165,37.33,2.806,9.43,PI+SIDIS,-999,-999,-999,-999,30.411,18.213,30.293,18.142,26.775,16.036,171.987,103.002,41.603,24.916,0.9986,0.9966,0.9792,0.9761,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99991,0.042,42.0,26.4615,15.5385,0.526281,0.224756,51.3,0.5,1.0,-999,-999,14894.50096,14872.62304,125022.0,52710030.0
27754,6.449,LD2,1.165,37.33,2.806,9.43,PI+SIDIS,-999,-999,-999,-999,12.907,18.09,12.861,18.024,11.365,15.928,73.002,102.314,17.657,24.746,0.9982,0.9963,0.9793,0.9766,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99998,0.0414,19.0,10.0,9.0,0.717868,0.354647,51.3,0.5,1.0,-999,-999,6302.89846,6293.70154,52695.0,22045750.0
27756,8.581,LH2,-3.254,13.76,-2.661,10.12,PI-SIDIS,-999,-999,-999,-999,61.342,38.062,61.068,37.892,53.771,33.364,235.557,146.161,83.621,51.886,0.9991,0.9962,0.9861,0.9839,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99835,0.0431,41868.0,14773.4,27094.6,452.093,3.4602,51.1963,0.366472,1.0,-999,-999,30048.90439,30005.95661,36742383.0,174549495.0
27757,8.581,LH2,-3.254,13.76,-2.661,10.12,PI-SIDIS,-999,-999,-999,-999,8.58,40.349,8.541,40.167,7.543,35.471,32.186,151.356,11.729,55.157,0.9991,0.9959,0.9859,0.9837,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99752,0.044,9029.0,4334.67,4694.33,560.627,11.7933,51.1878,0.372453,1.0,-999,-999,4128.80045,4122.85655,5138303.0,24404972.0
27758,8.581,LH2,-3.254,13.76,-2.738,10.12,PI-SIDIS,-999,-999,-999,-999,26.807,40.748,26.687,40.566,23.364,35.514,97.245,147.818,36.275,55.141,0.9989,0.9964,0.9853,0.9842,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99978,0.0434,18311.0,6338.85,11972.2,456.416,5.22698,51.2474,0.358237,1.0,-999,-999,13110.49661,13084.98939,16058049.0,78155836.0
27759,8.581,LH2,-3.254,13.76,-2.738,10.12,PI-SIDIS,-999,-999,-999,-999,30.419,40.34,30.237,40.1,26.518,35.167,110.815,146.96,41.176,54.607,0.999,0.9965,0.9847,0.9819,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99722,0.0432,20531.0,7071.38,13459.6,455.06,4.90817,51.2369,0.361312,1.0,-999,-999,14821.63062,14794.88338,18198514.0,88417026.0
27760,8.581,LH2,-3.254,13.76,-2.738,10.12,PI-SIDIS,-999,-999,-999,-999,70.817,41.253,70.403,41.012,61.772,35.984,256.159,149.221,95.923,55.878,0.9989,0.9974,0.9726,0.9682,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.74299,0.0435,36519.0,12592.5,23926.5,472.95,3.82719,51.2322,0.364612,1.0,-999,-999,34704.02594,34647.74906,42397048.0,205602489.0
27761,8.581,LH2,-3.254,13.76,-2.738,10.12,HMSDIS,-999,-999,-999,-999,26151.747,40.107,26012.18,39.893,22831.034,35.014,95164.527,145.947,35449.505,54.366,0.9991,0.9962,-999,-999,-1.0,-1.0,-1.0,17.0,-1.0,-1.0,-999,95.6844,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999,-999,-999,15663019.0,75930863.0
27762,8.581,LH2,-3.254,13.76,-2.738,10.12,PI-SIDIS,-999,-999,-999,-999,17.859,42.47,17.768,42.254,15.596,37.088,64.062,152.345,24.218,57.593,0.999,0.9963,0.9845,0.9816,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99702,0.0438,12206.0,4199.77,8006.23,460.878,6.44342,51.2366,0.360269,1.0,-999,-999,8677.16069,8663.35131,10692658.0,51902822.0
27763,8.581,Dummy,-3.254,13.76,-2.738,10.12,PI-SIDIS,-999,-999,-999,-999,53.463,49.273,53.265,49.092,46.894,43.219,162.961,150.192,72.819,67.113,0.9993,0.9958,0.988,0.9862,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99977,0.0177,10730.0,1976.38,8753.62,166.795,1.9877,51.262,0.348421,1.0,-999,-999,26158.79214,26119.88686,12763793.0,59513933.0
27764,8.581,Dummy,-3.254,13.76,-2.738,10.12,HMSDIS,-999,-999,-999,-999,35590.327,47.445,35458.594,47.269,31237.376,41.642,109596.69,146.102,48492.793,64.645,0.9994,0.9965,-999,-999,-1.0,-1.0,-1.0,17.0,-1.0,-1.0,-999,98.2457,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999,-999,-999,8496807.0,39573113.0
27765,8.581,Dummy,-3.254,13.76,-2.738,8.26,PI-SIDIS,-999,-999,-999,-999,10.686,47.328,10.635,47.102,9.374,41.518,32.89,145.672,14.556,64.47,0.9993,0.9964,0.9847,0.9826,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99941,0.0348,2556.0,818.846,1737.15,166.451,4.9036,51.3935,0.344781,1.0,-999,-999,5136.51434,5130.99366,2548910.0,25368259.0
27766,8.581,Dummy,-3.254,13.76,-2.738,8.26,PI-SIDIS,-999,-999,-999,-999,43.894,49.681,43.682,49.441,38.563,43.648,133.353,150.934,59.873,67.767,0.9993,0.996,0.9859,0.9826,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99945,0.0352,10462.0,3353.85,7108.15,165.814,2.41525,51.228,0.359059,1.0,-999,-999,21435.75486,21401.91714,10469673.0,104298734.0
27767,8.581,LH2,-3.254,13.76,-2.738,8.26,PI-SIDIS,-999,-999,-999,-999,46.451,24.05,46.239,23.941,40.66,21.052,260.964,135.117,63.127,32.685,0.9993,0.9965,0.9841,0.9813,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99903,0.0438,32275.0,11081.9,21193.1,467.851,4.01798,51.2233,0.366082,1.0,-999,-999,22745.64073,22711.01327,27892718.0,279543301.0
27768,8.581,LH2,-3.254,13.76,-2.738,8.26,PI-SIDIS,-999,-999,-999,-999,36.757,24.099,36.603,23.998,32.2,21.111,206.652,135.485,49.984,32.771,0.9992,0.9968,0.9842,0.9807,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99906,0.0438,25657.0,8841.0,16816.0,469.275,4.52885,51.2254,0.365659,1.0,-999,-999,17994.38578,17969.42922,22076404.0,221214337.0
27769,8.581,LH2,-3.254,13.76,2.738,8.26,PI+SIDIS,-999,-999,-999,-999,40.205,17.985,39.994,17.891,35.218,15.754,226.077,101.135,54.66,24.452,0.9994,0.9966,0.9807,0.9807,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99931,0.043,26103.0,6176.31,19926.7,781.422,6.39312,51.2275,0.372105,1.0,-999,-999,19678.13763,19650.74837,24241313.0,77382415.0
27770,8.581,LH2,-3.254,13.76,2.738,8.26,PI+SIDIS,-999,-999,-999,-999,43.794,18.209,43.592,18.125,38.391,15.962,246.43,102.463,59.588,24.776,0.9994,0.9966,0.9807,0.9808,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99931,0.0431,43516.0,10358.5,33157.5,776.52,4.92988,51.2264,0.367501,1.0,-999,-999,21452.34026,21422.53474,26399275.0,84216869.0
27771,8.581,Dummy,-3.254,13.76,2.738,8.26,PI+SIDIS,-999,-999,-999,-999,119.263,44.522,118.733,44.324,104.925,39.169,402.657,150.315,162.942,60.827,0.9994,0.9959,0.9817,0.9812,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99951,0.0363,35845.0,9476.31,26368.7,226.587,1.64336,51.2307,0.364039,1.0,-999,-999,58434.30005,58356.67595,28483778.0,67831908.0
27772,8.581,LH2,-3.254,13.76,4.929,10.13,PI+SIDIS,-999,-999,-999,-999,105.925,39.43,105.385,39.229,92.517,34.439,400.818,149.201,143.625,53.463,0.999,0.9961,0.9897,0.9857,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99969,0.0097,79485.0,3196.62,76288.4,735.367,2.72182,51.218,0.485558,1.0,-999,-999,51875.6742,51784.1918,63642913.0,48086218.0
27773,8.581,Dummy,-3.254,13.76,4.929,10.13,PI+SIDIS,-999,-999,-999,-999,21.445,35.631,21.31,35.406,18.736,31.13,83.283,138.376,29.08,48.316,0.999,0.9954,0.9882,0.9883,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99994,0.0025,3698.0,62.6154,3635.38,172.798,2.89237,51.2269,0.485406,1.0,-999,-999,10428.31266,10409.44634,5125177.0,2286413.0
27774,8.581,LH2,-3.254,13.76,2.738,10.13,PI+SIDIS,-999,-999,-999,-999,7.899,20.05,7.859,19.948,6.904,17.524,44.327,112.516,10.719,27.208,0.9994,0.9968,0.9848,0.9835,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99944,0.0324,7375.0,1319.85,6055.15,784.309,11.1998,51.2211,0.503396,1.0,-999,-999,3834.71032,3828.71668,4753502.0,8552636.0
27775,8.581,LH2,-3.254,13.76,2.738,10.13,PI+SIDIS,-999,-999,-999,-999,4.573,20.219,4.546,20.102,4.009,17.727,25.738,113.798,6.223,27.513,0.9993,0.9964,0.9814,0.983,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99948,0.0327,4213.0,772.154,3440.85,770.926,14.6448,51.1714,0.375903,1.0,-999,-999,2199.70629,2196.33171,2754866.0,4973516.0
27776,8.581,LH2,-3.254,13.76,2.738,10.13,PI+SIDIS,-999,-999,-999,-999,42.226,25.125,42.039,25.014,37.172,22.118,238.568,141.952,57.682,34.322,0.9993,0.9964,0.9811,0.981,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99896,0.0405,40388.0,8710.46,31677.5,769.457,4.92189,51.0368,0.428286,1.0,-999,-999,20677.40052,20639.17648,25390801.0,46749367.0
