!-------------------------------------------------------------------------------------------------------------------------------------------------------------
!**********************HMS NMR not locking from this point on!! Setting by current. Buyer beware!***************************************************************
!**********************BELOW:SHMS calorimeter crate was in a weird state so will require different parameters when replaying:BELOW**********************************************
!**********************ABOVE:SHMS calorimeter crate was in a weird state so will require different parameters when replaying:ABOVE**********************************************
!****** Changed SHMS polarity for pi+**********************
!*****Starting z=0.5 (pi+ setting)*******************
!**********Start positron background measurements****************************
!** Done with positrons. Starting z=0.5, theta_pq=5.2 degrees, pi+ production
!***** switch to pi-
!24186	  07/25	     08:20	  8.565	10     LD2	-1.531	29.05	+6.538	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	Starting pi+ running (z=0.9)
24325	  07/28	     16:38	  8.565	28     LH2	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	0
24326	  07/28	     17:09	  8.565	28     LH2	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	0
24327	  07/28	     17:41	  8.585	28     LH2	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	0
24328	  07/28	     18:12	  8.565	28     LH2	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	0	
24329	  07/28	     18:43	  8.565	28     LH2	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	0
24330	  07/28	     19:14	  8.565	28     LH2	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	0
24331	  07/28	     19:45	  8.565	19     LH2	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	0
24332	  07/28	     20:16	  8.565	10     LH2	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	0
24335	  07/28	     21:30	  8.565	40     Dummy	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	0
24336	  07/28	     22:49	  8.565	40     Dummy	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	0
24337	  07/28	     23:22	  8.565	40     Dummy	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	0
24338	  07/28	     23:54	  8.565	40     Dummy	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	0
24339	  07/29	     00:26	  8.565	40     Dummy	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	0
24342	  07/29	     01:57	  8.565	26     Carbon	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	0
24343	  07/29	     02:29	  8.565	26     Carbon	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	0
24344	  07/29	     03:00	  8.565	26     Carbon	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	0
24345	  07/29	     03:33	  8.565	26     Carbon	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	0
24346	  07/29	     04:04	  8.565	26     Carbon	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	0
24347	  07/29	     04:35	  8.565	26     Carbon	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	0
24348	  07/29	     05:06	  8.565	26     Carbon	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	0
24349	  07/29	     05:38	  8.565	13     Carbon	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	0
24352	  07/29	     06:55	  8.565	28     Copper	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	0
24353	  07/29	     07:27	  8.565	28     Copper	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	0
