run,date,start_time,ebeam,current,target,hms_p,hms_th,shms_p,shms_th,ps1,ps2,ps3,ps4,ps5,ps6,run_type,comment
27315,06/20/26,21:50,6.449,56.0,LH2,-1.165,44.83,2.978,10.24,-1,-1,-1,-1,-1,0,PI+SIDIS,
27316,06/20/26,22:21,6.449,56.0,LH2,-1.165,44.83,2.978,10.24,-1,-1,-1,-1,-1,0,PI+SIDIS,
27317,06/20/26,22:53,6.449,56.0,LH2,-1.165,44.83,2.978,10.24,-1,-1,-1,-1,-1,0,PI+SIDIS,
27318,06/20/26,23:38,6.449,56.0,LH2,-1.165,44.83,2.978,10.24,-1,-1,-1,-1,-1,0,PI+SIDIS,
27319,06/21/26,00:10,6.449,56.0,LH2,-1.165,44.83,2.978,10.24,-1,-1,-1,-1,-1,0,PI+SIDIS,
27320,06/21/26,00:53,6.449,40.0,DUMMY,-1.165,44.83,2.978,10.24,-1,-1,-1,-1,-1,0,PI+SIDIS,
27321,06/21/26,01:26,6.449,40.0,DUMMY,-1.165,44.83,2.978,10.24,-1,-1,-1,-1,-1,0,PI+SIDIS,
27322,06/21/26,01:57,6.449,40.0,DUMMY,-1.165,44.83,2.978,10.24,-1,-1,-1,-1,-1,0,PI+SIDIS,
27323,06/21/26,02:32,6.449,40.0,DUMMY,-1.165,44.83,2.978,10.24,-1,-1,-1,-1,-1,0,PI+SIDIS,
27324,06/21/26,03:11,6.449,48.0,C,-1.165,44.83,2.978,10.24,-1,-1,-1,-1,-1,0,PI+SIDIS,
27326,06/21/26,03:45,6.449,48.0,C,-1.165,44.83,2.978,10.24,-1,-1,-1,-1,-1,0,PI+SIDIS,
27327,06/21/26,04:16,6.449,48.0,C,-1.165,44.83,2.978,10.24,-1,-1,-1,-1,-1,0,PI+SIDIS,
27328,06/21/26,04:47,6.449,48.0,C,-1.165,44.83,2.978,10.24,-1,-1,-1,-1,-1,0,PI+SIDIS,
27329,06/21/26,05:17,6.449,48.0,C,-1.165,44.83,2.978,10.24,-1,-1,-1,-1,-1,0,PI+SIDIS,
27330,06/21/26,05:48,6.449,48.0,C,-1.165,44.83,2.978,10.24,-1,-1,-1,-1,-1,0,PI+SIDIS,
27331,06/21/26,06:18,6.449,48.0,C,-1.165,44.83,2.978,10.24,-1,-1,-1,-1,-1,0,PI+SIDIS,"Beam down, 20min run"
27332,06/21/26,06:55,6.449,48.0,C,-1.165,44.83,2.978,10.24,-1,-1,-1,-1,-1,0,PI+SIDIS,Ran 10 extra minutes to compensate beam trips
27333,06/21/26,07:36,6.449,48.0,C,-1.165,44.83,2.978,10.24,-1,-1,-1,-1,-1,0,PI+SIDIS,
27334,06/21/26,08:06,6.449,48.0,C,-1.165,44.83,2.978,10.24,-1,-1,-1,-1,-1,0,PI+SIDIS,
27335,06/21/26,08:59,6.449,48.0,Cu,-1.165,44.83,2.978,10.24,-1,-1,-1,-1,-1,0,PI+SIDIS,
27336,06/21/26,09:31,6.449,48.0,Cu,-1.165,44.83,2.978,10.24,-1,-1,-1,-1,-1,0,PI+SIDIS,
27337,06/21/26,10:02,6.449,48.0,Cu,-1.165,44.83,2.978,10.24,-1,-1,-1,-1,-1,0,PI+SIDIS,
27338,06/21/26,10:33,6.449,48.0,Cu,-1.165,44.83,2.978,10.24,-1,-1,-1,-1,-1,0,PI+SIDIS,
27339,06/21/26,11:04,6.449,48.0,Cu,-1.165,44.83,2.978,10.24,-1,-1,-1,-1,-1,0,PI+SIDIS,
27340,06/21/26,11:35,6.449,48.0,Cu,-1.165,44.83,2.978,10.24,-1,-1,-1,-1,-1,0,PI+SIDIS,
27341,06/21/26,12:05,6.449,48.0,Cu,-1.165,44.83,2.978,10.24,-1,-1,-1,-1,-1,0,PI+SIDIS,
27342,06/21/26,12:37,6.449,48.0,Cu,-1.165,44.83,2.978,10.24,-1,-1,-1,-1,-1,0,PI+SIDIS,"Beam trip since 12:50, stop run <= 30 minutes"
27343,06/21/26,13:36,6.449,48.0,Cu,-1.165,44.83,2.978,10.24,-1,-1,-1,-1,-1,0,PI+SIDIS,
27344,06/21/26,14:07,6.449,48.0,Cu,-1.165,44.83,2.978,10.24,-1,-1,-1,-1,-1,0,PI+SIDIS,
27345,06/21/26,14:39,6.449,48.0,Cu,-1.165,44.83,2.978,10.24,-1,-1,-1,-1,-1,0,PI+SIDIS,
27347,06/21/26,15:14,6.449,48.0,Cu,-1.165,44.83,2.978,10.24,-1,-1,-1,-1,-1,0,PI+SIDIS,
27348,06/21/26,15:45,6.449,48.0,Cu,-1.165,44.83,2.978,10.24,-1,-1,-1,-1,-1,0,PI+SIDIS,
27349,06/21/26,16:20,6.449,48.0,Cu,-1.165,44.83,2.978,10.24,-1,-1,-1,-1,-1,0,PI+SIDIS,
27350,06/21/26,17:00,6.449,48.0,Cu,-1.165,44.83,2.978,10.24,-1,-1,-1,-1,-1,0,PI+SIDIS,
27352,06/21/26,21:12,6.449,70.0,LH2,-5.39,14.005,3.61,27.75,-1,-1,-1,5,-1,-1,HMSHEE,
27355,06/21/26,22:15,6.449,36.0,DUMMY,-5.39,14.005,3.61,27.75,-1,-1,-1,1,-1,-1,HMSHEE,
27356,06/21/26,22:57,6.449,57.0,LD2,-5.39,14.005,3.61,27.75,-1,-1,-1,5,-1,-1,HMSHEE,
27357,06/21/26,00:21,6.449,70.0,LH2,-3.7,14.005,3.61,27.72,-1,-1,-1,-1,-1,0,HEEP,"Beam down, short run"
27358,06/22/26,12:43,6.449,70.0,LH2,-1.165,44.83,-3.837,10.24,-1,-1,-1,-1,-1,0,PI-SIDIS,
27361,06/22/26,14:04,6.449,70.0,LH2,-1.165,44.83,-3.837,10.24,-1,-1,-1,-1,-1,0,PI-SIDIS,
27362,06/22/26,14:38,6.449,70.0,LH2,-1.165,44.83,-3.837,10.24,-1,-1,-1,-1,-1,0,PI-SIDIS,
27363,06/22/26,15:09,6.449,70.0,LH2,-1.165,44.83,-3.837,10.24,-1,-1,-1,-1,-1,0,PI-SIDIS,
27364,06/22/26,15:41,6.449,70.0,LH2,-1.165,44.83,-3.837,10.24,-1,-1,-1,-1,-1,0,PI-SIDIS,
27365,06/22/26,16:16,6.449,70.0,LH2,-1.165,44.83,-3.837,10.24,-1,-1,-1,-1,-1,0,PI-SIDIS,
27366,06/22/26,16:48,6.449,70.0,LH2,-1.165,44.83,-3.837,10.24,-1,-1,-1,-1,-1,0,PI-SIDIS,
27367,06/22/26,17:19,6.449,70.0,LH2,-1.165,44.83,-3.837,10.24,-1,-1,-1,-1,-1,0,PI-SIDIS,
27368,06/22/26,17:52,6.449,70.0,LH2,-1.165,44.83,-3.837,10.24,-1,-1,-1,-1,-1,0,PI-SIDIS,
27369,06/22/26,18:23,6.449,70.0,LH2,-1.165,44.83,-3.837,10.24,-1,-1,-1,-1,-1,0,PI-SIDIS,
27370,06/22/26,18:55,6.449,70.0,LH2,-1.165,44.83,-3.837,10.24,-1,-1,-1,-1,0,-1,PI-SIDIS,
27372,06/22/26,19:35,6.449,70.0,LH2,-1.165,44.83,-3.837,10.24,-1,-1,-1,0,-1,-1,HMSDIS,
27373,06/22/26,19:54,6.449,70.0,LH2,-1.165,44.83,-3.837,10.24,-1,-1,3,-1,-1,-1,HMSDIS,
27375,06/22/26,20:22,6.449,40.0,DUMMY,-1.165,44.83,-3.837,10.24,-1,-1,-1,-1,-1,0,PI-SIDIS,
27376,06/22/26,20:55,6.449,40.0,DUMMY,-1.165,44.83,-3.837,10.24,-1,-1,-1,-1,-1,0,PI-SIDIS,
27377,06/22/26,21:34,6.449,40.0,DUMMY,-1.165,44.83,-3.837,10.24,-1,-1,-1,-1,-1,0,PI-SIDIS,
27378,06/22/26,22:08,6.449,40.0,DUMMY,-1.165,44.83,-3.837,10.24,-1,-1,-1,-1,-1,0,PI-SIDIS,
27379,06/22/26,22:43,6.449,40.0,DUMMY,-1.165,44.83,-3.837,10.24,-1,-1,-1,0,-1,-1,HMSDIS,
27381,06/22/26,23:11,6.449,70.0,LH2,-1.165,44.83,-3.837,10.24,-1,-1,-1,-1,-1,0,PI-SIDIS,
27382,06/22/26,23:43,6.449,70.0,LH2,-1.165,44.83,-3.837,10.24,-1,-1,-1,-1,-1,0,PI-SIDIS,
27383,06/23/26,00:15,6.449,70.0,LH2,-1.165,44.83,-3.837,10.24,-1,-1,-1,-1,-1,0,PI-SIDIS,
27384,06/23/26,00:48,6.449,70.0,LH2,-1.165,44.83,-3.837,10.24,-1,-1,-1,-1,-1,0,PI-SIDIS,
27385,06/23/26,01:20,6.449,70.0,LH2,-1.165,44.83,-3.837,10.24,-1,-1,-1,-1,-1,0,PI-SIDIS,
27386,06/23/26,04:54,6.449,70.0,LH2,-1.165,44.83,-3.837,10.24,-1,-1,-1,-1,-1,0,PI-SIDIS,
27387,06/23/26,05:25,6.449,70.0,LH2,-1.165,44.83,-3.837,10.24,-1,-1,-1,-1,-1,0,PI-SIDIS,
27388,06/23/26,05:57,6.449,70.0,LH2,-1.165,44.83,-3.837,10.24,-1,-1,-1,-1,-1,0,PI-SIDIS,
27389,06/23/26,06:30,6.449,70.0,LH2,-1.165,44.83,-3.837,10.24,-1,-1,-1,-1,-1,0,PI-SIDIS,
27390,06/23/26,07:00,6.449,70.0,LH2,-1.165,44.83,-3.837,10.24,-1,-1,-1,-1,-1,0,PI-SIDIS,
27391,06/23/26,07:30,6.449,70.0,LH2,-1.165,44.83,-3.837,10.24,-1,-1,-1,-1,-1,0,PI-SIDIS,
27392,06/23/26,08:10,6.449,40.0,DUMMY,-1.165,44.83,-3.837,10.24,-1,-1,-1,-1,-1,0,PI-SIDIS,
27393,06/23/26,08:46,6.449,40.0,DUMMY,-1.165,44.83,-3.837,10.24,-1,-1,-1,-1,-1,0,PI-SIDIS,
27394,06/23/26,09:16,6.449,40.0,DUMMY,-1.165,44.83,-3.837,10.24,-1,-1,-1,-1,-1,0,PI-SIDIS,
27395,06/23/26,09:55,6.449,40.0,DUMMY,-1.165,44.83,-3.837,10.24,-1,-1,-1,-1,-1,0,PI-SIDIS,
27396,06/23/26,10:36,6.449,40.0,DUMMY,-1.165,44.83,-3.837,10.24,-1,-1,-1,-1,-1,0,PI-SIDIS,
27397,06/23/26,11:08,6.449,40.0,DUMMY,-1.165,44.83,-3.837,10.24,-1,-1,-1,-1,-1,0,PI-SIDIS,
27399,06/23/26,12:31,6.449,28.0,LD2,-1.165,44.83,-2.987,10.24,-1,-1,-1,-1,-1,0,PI-SIDIS,SHMS momentum WRONG! -2.987 instead of -2.978
27400,06/23/26,13:10,6.449,28.0,LD2,-1.165,44.83,-2.987,10.24,-1,-1,-1,-1,-1,0,PI-SIDIS,SHMS momentum WRONG! -2.987 instead of -2.978
27401,06/23/26,13:41,6.449,28.0,LD2,-1.165,44.83,-2.987,10.24,-1,-1,-1,-1,-1,0,PI-SIDIS,SHMS momentum WRONG! -2.987 instead of -2.978
27402,06/23/26,14:16,6.449,28.0,LD2,-1.165,44.83,-2.987,10.24,-1,-1,-1,-1,-1,0,PI-SIDIS,SHMS momentum WRONG! -2.987 instead of -2.978
27403,06/23/26,15:00,6.449,28.0,LD2,-1.165,44.83,-2.978,10.24,-1,-1,-1,-1,-1,0,PI-SIDIS,CORRECTED SHMS momentum. Very short run!
27406,06/25/26,04:03,6.449,28.0,LD2,-1.165,44.83,-2.978,10.245,-1,-1,-1,-1,-1,0,PI-SIDIS,
27407,06/25/26,04:34,6.449,28.0,LD2,-1.165,44.83,-2.978,10.245,-1,-1,-1,-1,-1,0,PI-SIDIS,
27408,06/25/26,05:04,6.449,28.0,LD2,-1.165,44.83,-2.978,10.245,-1,-1,-1,-1,-1,0,PI-SIDIS,
27409,06/25/26,05:35,6.449,28.0,LD2,-1.165,44.83,-2.978,10.245,-1,-1,-1,-1,-1,0,PI-SIDIS,
27410,06/25/26,06:06,6.449,28.0,LD2,-1.165,44.83,-2.978,10.245,-1,-1,-1,-1,-1,0,PI-SIDIS,
27411,06/25/26,06:36,6.449,28.0,LD2,-1.165,44.83,-2.978,10.245,-1,-1,-1,-1,-1,0,PI-SIDIS,
27412,06/25/26,07:07,6.449,28.0,LD2,-1.165,44.83,-2.978,10.245,-1,-1,-1,-1,-1,0,PI-SIDIS,
27413,06/25/26,07:37,6.449,28.0,LD2,-1.165,44.83,-2.978,10.245,-1,-1,-1,-1,-1,0,PI-SIDIS,
27414,06/25/26,08:09,6.449,28.0,LD2,-1.165,44.83,-2.978,10.245,-1,-1,-1,-1,-1,0,PI-SIDIS,
27415,06/25/26,08:40,6.449,28.0,LD2,-1.165,44.83,-2.978,10.245,-1,-1,-1,0,-1,-1,HMSDIS,
